frequency,raw
1625.84,5.24
1642.10,5.30
1658.52,5.37
1675.10,5.44
1691.85,5.53
1708.77,5.60
1725.86,5.67
1743.12,5.73
1760.55,5.81
1778.15,5.88
1795.94,5.96
1813.90,6.03
1832.03,6.11
1850.36,6.20
1868.86,6.30
1887.55,6.37
1906.42,6.47
1925.49,6.57
1944.74,6.68
1964.19,6.78
1983.83,6.85
2003.67,6.95
2023.71,7.04
2043.94,7.12
2064.38,7.22
2085.03,7.32
2105.88,7.43
2126.94,7.53
2148.20,7.64
2169.69,7.78
2191.38,7.91
2213.30,8.05
2235.43,8.16
2257.78,8.29
2280.36,8.42
2303.17,8.54
2326.20,8.67
2349.46,8.80
2372.95,8.92
2396.68,9.07
2420.65,9.19
2444.86,9.33
2469.31,9.49
2494.00,9.65
2518.94,9.81
2544.13,9.95
2569.57,10.11
2595.27,10.27
2621.22,10.43
2647.43,10.58
2673.90,10.73
2700.64,10.89
2727.65,11.03
2754.93,11.19
2782.48,11.34
2810.30,11.49
2838.40,11.64
2866.79,11.80
2895.46,11.93
2924.41,12.05
2953.65,12.16
2983.19,12.27
3013.02,12.37
3043.15,12.43
3073.58,12.51
3104.32,12.58
3135.36,12.63
3166.72,12.67
3198.38,12.72
3230.37,12.73
3262.67,12.73
3295.30,12.73
3328.25,12.68
3361.53,12.62
3395.15,12.52
3429.10,12.42
3463.39,12.29
3498.03,12.18
3533.01,12.04
3568.34,11.92
3604.02,11.79
3640.06,11.65
3676.46,11.53
3713.22,11.39
3750.36,11.28
3787.86,11.16
3825.74,11.04
3864.00,10.92
3902.64,10.83
3941.66,10.76
3981.08,10.67
4020.89,10.60
4061.10,10.50
4101.71,10.39
4142.73,10.28
4184.15,10.16
4226.00,10.07
4268.26,10.01
4310.94,9.95
4354.05,9.88
4397.59,9.82
4441.56,9.74
4485.98,9.64
4530.84,9.53
4576.15,9.45
4621.91,9.35
4668.13,9.23
4714.81,9.13
4761.96,9.00
4809.58,8.84
4857.67,8.65
4906.25,8.47
4955.31,8.29
5004.87,8.13
5054.91,7.97
5105.46,7.85
5156.52,7.74
5208.08,7.68
5260.16,7.59
5312.77,7.48
5365.89,7.36
5419.55,7.22
5473.75,7.05
5528.49,6.86
5583.77,6.66
5639.61,6.45
5696.00,6.25
5752.96,6.08
5810.49,5.94
5868.60,5.84
5927.28,5.74
5986.56,5.62
6046.42,5.52
6106.89,5.35
6167.96,5.18
6229.64,5.01
6291.93,4.80
6354.85,4.60
6418.40,4.37
6482.58,4.14
6547.41,3.90
6612.88,3.58
6679.01,3.28
6745.80,2.98
6813.26,2.68
6881.39,2.36
6950.21,2.04
7019.71,1.72
7089.91,1.48
7160.81,1.29
7232.41,1.14
7304.74,1.00
7377.79,0.85
7451.56,0.71
7526.08,0.56
7601.34,0.44
7677.35,0.31
7754.13,0.18
7831.67,0.06
7909.98,-0.04
7989.08,-0.12
8068.98,-0.22
8149.67,-0.31
8231.16,-0.36
8313.47,-0.40
8396.61,-0.45
8480.57,-0.47
8565.38,-0.47
8651.03,-0.47
8737.54,-0.42
8824.92,-0.38
8913.17,-0.31
9002.30,-0.21
9092.32,-0.11
9183.25,0.04
9275.08,0.20
9367.83,0.40
9461.51,0.62
9556.12,0.89
9651.68,1.19
9748.20,1.50
9845.68,1.86
9944.14,2.24
10043.58,2.64
10144.02,3.05
10245.46,3.45
10347.91,3.81
10451.39,4.10
10555.91,4.32
10661.46,4.40
10768.08,4.28
10875.76,3.99
10984.52,3.60
11094.36,3.05
11205.31,2.42
11317.36,1.76
11430.53,1.06
11544.84,0.33
11660.29,-0.37
11776.89,-1.03
11894.66,-1.68
12013.60,-2.29
12133.74,-2.87
12255.08,-3.39
12377.63,-3.87
12501.41,-4.36
12626.42,-4.76
12752.68,-5.15
12880.21,-5.47
13009.01,-5.80
13139.10,-6.08
13270.49,-6.34
13403.20,-6.58
13537.23,-6.77
13672.60,-6.95
13809.33,-7.09
13947.42,-7.22
14086.90,-7.29
14227.77,-7.35
14370.04,-7.38
14513.74,-7.35
14658.88,-7.33
14805.47,-7.26
14953.52,-7.14
15103.06,-7.02
15254.09,-6.81
15406.63,-6.59
15560.70,-6.34
15716.30,-6.03
15873.47,-5.66
16032.20,-5.29
16192.52,-4.85
16354.45,-4.37
16517.99,-3.91
16683.17,-3.44
16850.01,-3.06
17018.51,-2.82
17188.69,-2.81
17360.58,-3.16
17534.18,-3.75
17709.53,-4.58
17886.62,-5.62
18065.49,-6.76
18246.14,-7.94
18428.60,-9.09
18612.89,-10.23
18799.02,-11.29
18987.01,-12.34
19176.88,-13.38
19368.65,-14.43
19562.33,-15.48
19757.96,-16.53
19955.54,-17.58
