frequency,raw
2169.69,6.45
2191.38,6.57
2213.30,6.70
2235.43,6.84
2257.78,6.98
2280.36,7.13
2303.17,7.27
2326.20,7.41
2349.46,7.56
2372.95,7.71
2396.68,7.85
2420.65,8.00
2444.86,8.15
2469.31,8.30
2494.00,8.45
2518.94,8.60
2544.13,8.75
2569.57,8.89
2595.27,9.04
2621.22,9.20
2647.43,9.35
2673.90,9.48
2700.64,9.64
2727.65,9.80
2754.93,9.94
2782.48,10.08
2810.30,10.23
2838.40,10.37
2866.79,10.49
2895.46,10.62
2924.41,10.75
2953.65,10.86
2983.19,10.98
3013.02,11.08
3043.15,11.18
3073.58,11.27
3104.32,11.35
3135.36,11.42
3166.72,11.47
3198.38,11.52
3230.37,11.53
3262.67,11.56
3295.30,11.54
3328.25,11.53
3361.53,11.50
3395.15,11.45
3429.10,11.35
3463.39,11.28
3498.03,11.17
3533.01,11.02
3568.34,10.89
3604.02,10.74
3640.06,10.55
3676.46,10.40
3713.22,10.24
3750.36,10.07
3787.86,9.93
3825.74,9.81
3864.00,9.70
3902.64,9.61
3941.66,9.52
3981.08,9.46
4020.89,9.38
4061.10,9.33
4101.71,9.28
4142.73,9.20
4184.15,9.14
4226.00,9.04
4268.26,8.94
4310.94,8.84
4354.05,8.73
4397.59,8.62
4441.56,8.50
4485.98,8.37
4530.84,8.24
4576.15,8.11
4621.91,7.97
4668.13,7.83
4714.81,7.70
4761.96,7.56
4809.58,7.42
4857.67,7.29
4906.25,7.16
4955.31,7.01
5004.87,6.89
5054.91,6.76
5105.46,6.65
5156.52,6.52
5208.08,6.40
5260.16,6.28
5312.77,6.16
5365.89,6.05
5419.55,5.93
5473.75,5.81
5528.49,5.68
5583.77,5.58
5639.61,5.45
5696.00,5.33
5752.96,5.21
5810.49,5.10
5868.60,4.99
5927.28,4.89
5986.56,4.81
6046.42,4.72
6106.89,4.63
6167.96,4.56
6229.64,4.51
6291.93,4.46
6354.85,4.42
6418.40,4.37
6482.58,4.35
6547.41,4.35
6612.88,4.35
6679.01,4.35
6745.80,4.38
6813.26,4.42
6881.39,4.48
6950.21,4.57
7019.71,4.67
7089.91,4.78
7160.81,4.93
7232.41,5.07
7304.74,5.27
7377.79,5.46
7451.56,5.71
7526.08,5.91
7601.34,6.11
7677.35,6.33
7754.13,6.55
7831.67,6.70
7909.98,6.82
7989.08,6.90
8068.98,6.90
8149.67,6.83
8231.16,6.65
8313.47,6.42
8396.61,6.10
8480.57,5.70
8565.38,5.24
8651.03,4.71
8737.54,4.14
8824.92,3.53
8913.17,2.91
9002.30,2.25
9092.32,1.60
9183.25,0.97
9275.08,0.34
9367.83,-0.27
9461.51,-0.86
9556.12,-1.43
9651.68,-1.98
9748.20,-2.48
9845.68,-2.99
9944.14,-3.43
10043.58,-3.86
10144.02,-4.27
10245.46,-4.65
10347.91,-4.98
10451.39,-5.31
10555.91,-5.60
10661.46,-5.87
10768.08,-6.11
10875.76,-6.34
10984.52,-6.56
11094.36,-6.77
11205.31,-6.96
11317.36,-7.11
11430.53,-7.26
11544.84,-7.37
11660.29,-7.46
11776.89,-7.51
11894.66,-7.47
12013.60,-7.38
12133.74,-7.21
12255.08,-6.97
12377.63,-6.62
12501.41,-6.19
12626.42,-5.67
12752.68,-5.06
12880.21,-4.34
13009.01,-3.57
13139.10,-2.77
13270.49,-1.96
13403.20,-1.19
13537.23,-0.48
13672.60,0.08
13809.33,0.52
13947.42,0.80
14086.90,0.85
14227.77,0.65
14370.04,0.30
14513.74,-0.22
14658.88,-0.86
14805.47,-1.60
14953.52,-2.36
15103.06,-3.14
15254.09,-3.84
15406.63,-4.46
15560.70,-4.94
15716.30,-5.29
15873.47,-5.48
16032.20,-5.52
16192.52,-5.39
16354.45,-5.15
16517.99,-4.91
16683.17,-4.62
16850.01,-4.37
17018.51,-4.21
17188.69,-4.21
17360.58,-4.42
17534.18,-4.81
17709.53,-5.38
17886.62,-6.18
18065.49,-7.15
18246.14,-8.26
18428.60,-9.49
18612.89,-10.82
18799.02,-12.18
18987.01,-13.54
19176.88,-14.95
19368.65,-16.13
19562.33,-17.22
19757.96,-18.01
19955.54,-18.58
