frequency,raw
8737.54,3.46
8824.92,3.14
8913.17,2.81
9002.30,2.46
9092.32,2.09
9183.25,1.72
9275.08,1.31
9367.83,0.91
9461.51,0.50
9556.12,0.12
9651.68,-0.25
9748.20,-0.58
9845.68,-0.82
9944.14,-1.00
10043.58,-1.12
10144.02,-1.14
10245.46,-1.05
10347.91,-0.87
10451.39,-0.63
10555.91,-0.29
10661.46,0.12
10768.08,0.53
10875.76,0.89
10984.52,1.14
11094.36,1.18
11205.31,0.92
11317.36,0.50
11430.53,-0.03
11544.84,-0.58
11660.29,-1.03
11776.89,-1.36
11894.66,-1.61
12013.60,-1.84
12133.74,-2.17
12255.08,-2.60
12377.63,-3.13
12501.41,-3.74
12626.42,-4.37
12752.68,-4.94
12880.21,-5.48
13009.01,-5.89
13139.10,-6.19
13270.49,-6.36
13403.20,-6.33
13537.23,-6.13
13672.60,-5.78
13809.33,-5.28
13947.42,-4.66
14086.90,-4.01
14227.77,-3.44
14370.04,-3.02
14513.74,-3.01
14658.88,-3.52
14805.47,-4.42
14953.52,-5.69
15103.06,-7.16
15254.09,-8.74
15406.63,-10.33
15560.70,-11.88
15716.30,-13.28
15873.47,-14.35
16032.20,-15.12
16192.52,-15.86
16354.45,-16.60
16517.99,-17.33
16683.17,-18.07
16850.01,-18.80
17018.51,-19.54
17188.69,-20.28
17360.58,-21.01
17534.18,-21.75
17709.53,-22.48
17886.62,-23.22
18065.49,-23.95
18246.14,-24.69
18428.60,-25.43
18612.89,-26.16
18799.02,-26.90
18987.01,-27.63
19176.88,-28.37
19368.65,-29.11
19562.33,-29.84
19757.96,-30.58
19955.54,-31.31
