frequency,raw
748.19,-0.25
755.67,-0.25
763.23,-0.25
770.86,-0.28
778.57,-0.28
786.35,-0.28
794.22,-0.28
802.16,-0.28
810.18,-0.30
818.28,-0.31
826.46,-0.31
834.73,-0.31
843.08,-0.31
851.51,-0.28
860.02,-0.28
868.62,-0.28
877.31,-0.28
886.08,-0.28
894.94,-0.28
903.89,-0.28
912.93,-0.28
922.06,-0.26
931.28,-0.25
940.59,-0.24
950.00,-0.20
959.50,-0.19
969.09,-0.14
978.78,-0.10
988.57,-0.05
998.46,-0.01
1008.44,0.05
1018.53,0.13
1028.71,0.20
1039.00,0.29
1049.39,0.37
1059.88,0.46
1070.48,0.56
1081.19,0.67
1092.00,0.77
1102.92,0.88
1113.95,0.99
1125.09,1.10
1136.34,1.22
1147.70,1.34
1159.18,1.44
1170.77,1.56
1182.48,1.67
1194.30,1.79
1206.25,1.89
1218.31,2.01
1230.49,2.11
1242.80,2.22
1255.22,2.32
1267.78,2.41
1280.45,2.50
1293.26,2.60
1306.19,2.67
1319.25,2.77
1332.45,2.86
1345.77,2.94
1359.23,3.01
1372.82,3.12
1386.55,3.19
1400.41,3.26
1414.42,3.34
1428.56,3.42
1442.85,3.50
1457.28,3.57
1471.85,3.63
1486.57,3.70
1501.43,3.77
1516.45,3.83
1531.61,3.91
1546.93,3.97
1562.40,4.03
1578.02,4.09
1593.80,4.15
1609.74,4.21
1625.84,4.29
1642.10,4.34
1658.52,4.41
1675.10,4.47
1691.85,4.54
1708.77,4.61
1725.86,4.69
1743.12,4.76
1760.55,4.84
1778.15,4.91
1795.94,5.00
1813.90,5.07
1832.03,5.14
1850.36,5.24
1868.86,5.32
1887.55,5.42
1906.42,5.51
1925.49,5.61
1944.74,5.69
1964.19,5.80
1983.83,5.91
2003.67,6.03
2023.71,6.13
2043.94,6.26
2064.38,6.38
2085.03,6.51
2105.88,6.65
2126.94,6.77
2148.20,6.93
2169.69,7.08
2191.38,7.24
2213.30,7.40
2235.43,7.56
2257.78,7.73
2280.36,7.90
2303.17,8.06
2326.20,8.23
2349.46,8.38
2372.95,8.55
2396.68,8.72
2420.65,8.86
2444.86,9.01
2469.31,9.18
2494.00,9.31
2518.94,9.47
2544.13,9.60
2569.57,9.74
2595.27,9.88
2621.22,10.00
2647.43,10.12
2673.90,10.23
2700.64,10.33
2727.65,10.43
2754.93,10.53
2782.48,10.60
2810.30,10.67
2838.40,10.74
2866.79,10.79
2895.46,10.83
2924.41,10.86
2953.65,10.88
2983.19,10.88
3013.02,10.88
3043.15,10.88
3073.58,10.86
3104.32,10.82
3135.36,10.79
3166.72,10.74
3198.38,10.67
3230.37,10.61
3262.67,10.55
3295.30,10.47
3328.25,10.40
3361.53,10.30
3395.15,10.20
3429.10,10.13
3463.39,10.02
3498.03,9.91
3533.01,9.81
3568.34,9.70
3604.02,9.59
3640.06,9.49
3676.46,9.38
3713.22,9.27
3750.36,9.15
3787.86,9.05
3825.74,8.94
3864.00,8.84
3902.64,8.72
3941.66,8.62
3981.08,8.52
4020.89,8.42
4061.10,8.31
4101.71,8.24
4142.73,8.14
4184.15,8.04
4226.00,7.97
4268.26,7.88
4310.94,7.80
4354.05,7.73
4397.59,7.67
4441.56,7.60
4485.98,7.55
4530.84,7.51
4576.15,7.47
4621.91,7.42
4668.13,7.40
4714.81,7.35
4761.96,7.35
4809.58,7.32
4857.67,7.29
4906.25,7.29
4955.31,7.29
5004.87,7.26
5054.91,7.24
5105.46,7.23
5156.52,7.23
5208.08,7.23
5260.16,7.23
5312.77,7.23
5365.89,7.23
5419.55,7.23
5473.75,7.23
5528.49,7.23
5583.77,7.26
5639.61,7.27
5696.00,7.29
5752.96,7.29
5810.49,7.29
5868.60,7.28
5927.28,7.25
5986.56,7.23
6046.42,7.23
6106.89,7.19
6167.96,7.17
6229.64,7.12
6291.93,7.07
6354.85,7.02
6418.40,6.95
6482.58,6.88
6547.41,6.80
6612.88,6.73
6679.01,6.64
6745.80,6.56
6813.26,6.46
6881.39,6.39
6950.21,6.29
7019.71,6.19
7089.91,6.09
7160.81,6.01
7232.41,5.93
7304.74,5.85
7377.79,5.79
7451.56,5.71
7526.08,5.65
7601.34,5.60
7677.35,5.57
7754.13,5.53
7831.67,5.53
7909.98,5.53
7989.08,5.53
8068.98,5.54
8149.67,5.59
8231.16,5.63
8313.47,5.71
8396.61,5.80
8480.57,5.90
8565.38,6.01
8651.03,6.14
8737.54,6.29
8824.92,6.42
8913.17,6.57
9002.30,6.73
9092.32,6.86
9183.25,6.96
9275.08,7.03
9367.83,7.05
9461.51,6.98
9556.12,6.82
9651.68,6.65
9748.20,6.35
9845.68,5.98
9944.14,5.54
10043.58,5.04
10144.02,4.49
10245.46,3.91
10347.91,3.32
10451.39,2.71
10555.91,2.05
10661.46,1.44
10768.08,0.84
10875.76,0.26
10984.52,-0.34
11094.36,-0.91
11205.31,-1.46
11317.36,-1.97
11430.53,-2.47
11544.84,-2.95
11660.29,-3.38
11776.89,-3.82
11894.66,-4.22
12013.60,-4.62
12133.74,-4.99
12255.08,-5.33
12377.63,-5.67
12501.41,-5.98
12626.42,-6.25
12752.68,-6.51
12880.21,-6.75
13009.01,-6.95
13139.10,-7.16
13270.49,-7.30
13403.20,-7.45
13537.23,-7.55
13672.60,-7.64
13809.33,-7.69
13947.42,-7.73
14086.90,-7.70
14227.77,-7.65
14370.04,-7.59
14513.74,-7.48
14658.88,-7.32
14805.47,-7.11
14953.52,-6.87
15103.06,-6.58
15254.09,-6.25
15406.63,-5.84
15560.70,-5.39
15716.30,-4.87
15873.47,-4.34
16032.20,-3.76
16192.52,-3.17
16354.45,-2.61
16517.99,-2.11
16683.17,-1.74
16850.01,-1.49
17018.51,-1.48
17188.69,-1.74
17360.58,-2.15
17534.18,-2.78
17709.53,-3.56
17886.62,-4.40
18065.49,-5.34
18246.14,-6.26
18428.60,-7.13
18612.89,-7.90
18799.02,-8.57
18987.01,-9.18
19176.88,-9.55
19368.65,-9.81
19562.33,-9.95
19757.96,-10.09
19955.54,-10.22
