frequency,raw
81.35,2.03
82.16,2.03
82.98,2.03
83.81,2.03
84.65,2.06
85.50,2.09
86.35,2.09
87.22,2.09
88.09,2.09
88.97,2.09
89.86,2.10
90.76,2.12
91.66,2.14
92.58,2.15
93.51,2.15
94.44,2.15
95.39,2.15
96.34,2.15
97.30,2.15
98.28,2.15
99.26,2.18
100.25,2.18
101.25,2.21
102.27,2.21
103.29,2.21
104.32,2.21
105.37,2.21
106.42,2.21
107.48,2.21
108.56,2.24
109.64,2.26
110.74,2.27
111.85,2.27
112.97,2.27
114.10,2.27
115.24,2.27
116.39,2.27
117.55,2.27
118.73,2.27
119.92,2.29
121.12,2.30
122.33,2.32
123.55,2.33
124.79,2.33
126.03,2.33
127.29,2.33
128.57,2.33
129.85,2.33
131.15,2.33
132.46,2.33
133.79,2.33
135.12,2.33
136.48,2.33
137.84,2.33
139.22,2.33
140.61,2.33
142.02,2.33
143.44,2.33
144.87,2.33
146.32,2.33
147.78,2.33
149.26,2.32
150.75,2.30
152.26,2.27
153.78,2.27
155.32,2.27
156.88,2.27
158.44,2.26
160.03,2.24
161.63,2.21
163.24,2.21
164.88,2.21
166.53,2.21
168.19,2.19
169.87,2.15
171.57,2.15
173.29,2.15
175.02,2.14
176.77,2.10
178.54,2.09
180.32,2.09
182.13,2.09
183.95,2.05
185.79,2.03
187.65,2.03
189.52,2.03
191.42,2.01
193.33,1.98
195.27,1.97
197.22,1.97
199.19,1.94
201.18,1.91
203.19,1.91
205.23,1.89
207.28,1.85
209.35,1.85
211.44,1.84
213.56,1.79
215.69,1.79
217.85,1.78
220.03,1.73
222.23,1.73
224.45,1.73
226.70,1.68
228.96,1.66
231.25,1.66
233.57,1.64
235.90,1.60
238.26,1.60
240.64,1.59
243.05,1.56
245.48,1.54
247.93,1.54
250.41,1.51
252.92,1.49
255.45,1.48
258.00,1.48
260.58,1.46
263.19,1.43
265.82,1.42
268.48,1.42
271.16,1.42
273.87,1.41
276.61,1.37
279.38,1.36
282.17,1.36
284.99,1.32
287.84,1.30
290.72,1.28
293.63,1.24
296.57,1.24
299.53,1.21
302.53,1.20
305.55,1.18
308.61,1.16
311.69,1.12
314.81,1.10
317.96,1.06
321.14,1.04
324.35,1.00
327.59,0.98
330.87,0.94
334.18,0.93
337.52,0.89
340.90,0.87
344.30,0.86
347.75,0.83
351.23,0.81
354.74,0.81
358.28,0.78
361.87,0.75
365.49,0.74
369.14,0.75
372.83,0.71
376.56,0.69
380.33,0.69
384.13,0.68
387.97,0.66
391.85,0.63
395.77,0.63
399.73,0.62
403.72,0.61
407.76,0.58
411.84,0.57
415.96,0.57
420.12,0.54
424.32,0.51
428.56,0.51
432.85,0.48
437.18,0.45
441.55,0.45
445.96,0.42
450.42,0.39
454.93,0.37
459.48,0.35
464.07,0.33
468.71,0.28
473.40,0.27
478.13,0.25
482.91,0.22
487.74,0.21
492.62,0.17
497.55,0.16
502.52,0.14
507.55,0.11
512.62,0.11
517.75,0.09
522.93,0.08
528.16,0.08
533.44,0.07
538.77,0.05
544.16,0.05
549.60,0.02
555.10,0.02
560.65,0.02
566.25,-0.02
571.92,-0.04
577.64,-0.05
583.41,-0.08
589.25,-0.10
595.14,-0.10
601.09,-0.13
607.10,-0.16
613.17,-0.16
619.30,-0.19
625.50,-0.22
631.75,-0.24
638.07,-0.28
644.45,-0.28
650.89,-0.30
657.40,-0.34
663.98,-0.34
670.62,-0.34
677.32,-0.37
684.10,-0.40
690.94,-0.40
697.85,-0.40
704.83,-0.40
711.87,-0.43
718.99,-0.46
726.18,-0.46
733.44,-0.46
740.78,-0.49
748.19,-0.52
755.67,-0.52
763.23,-0.52
770.86,-0.55
778.57,-0.57
786.35,-0.59
794.22,-0.59
802.16,-0.59
810.18,-0.59
818.28,-0.59
826.46,-0.59
834.73,-0.59
843.08,-0.59
851.51,-0.59
860.02,-0.59
868.62,-0.55
877.31,-0.52
886.08,-0.52
894.94,-0.49
903.89,-0.46
912.93,-0.43
922.06,-0.40
931.28,-0.36
940.59,-0.34
950.00,-0.29
959.50,-0.24
969.09,-0.19
978.78,-0.14
988.57,-0.10
998.46,-0.01
1008.44,0.06
1018.53,0.13
1028.71,0.24
1039.00,0.35
1049.39,0.45
1059.88,0.55
1070.48,0.70
1081.19,0.82
1092.00,0.95
1102.92,1.10
1113.95,1.24
1125.09,1.39
1136.34,1.54
1147.70,1.72
1159.18,1.86
1170.77,1.99
1182.48,2.17
1194.30,2.38
1206.25,2.55
1218.31,2.71
1230.49,2.84
1242.80,2.92
1255.22,3.04
1267.78,3.17
1280.45,3.36
1293.26,3.54
1306.19,3.67
1319.25,3.74
1332.45,3.84
1345.77,3.99
1359.23,4.10
1372.82,4.21
1386.55,4.31
1400.41,4.43
1414.42,4.55
1428.56,4.63
1442.85,4.73
1457.28,4.81
1471.85,4.91
1486.57,5.00
1501.43,5.08
1516.45,5.15
1531.61,5.25
1546.93,5.31
1562.40,5.39
1578.02,5.48
1593.80,5.54
1609.74,5.62
1625.84,5.70
1642.10,5.78
1658.52,5.85
1675.10,5.95
1691.85,6.02
1708.77,6.12
1725.86,6.20
1743.12,6.30
1760.55,6.40
1778.15,6.50
1795.94,6.61
1813.90,6.72
1832.03,6.84
1850.36,6.95
1868.86,7.07
1887.55,7.18
1906.42,7.29
1925.49,7.42
1944.74,7.53
1964.19,7.65
1983.83,7.79
2003.67,7.93
2023.71,8.09
2043.94,8.24
2064.38,8.36
2085.03,8.51
2105.88,8.63
2126.94,8.78
2148.20,8.96
2169.69,9.10
2191.38,9.25
2213.30,9.44
2235.43,9.61
2257.78,9.77
2280.36,9.93
2303.17,10.08
2326.20,10.26
2349.46,10.44
2372.95,10.64
2396.68,10.81
2420.65,10.99
2444.86,11.19
2469.31,11.38
2494.00,11.57
2518.94,11.76
2544.13,11.99
2569.57,12.19
2595.27,12.39
2621.22,12.56
2647.43,12.74
2673.90,12.93
2700.64,13.11
2727.65,13.27
2754.93,13.43
2782.48,13.61
2810.30,13.77
2838.40,13.95
2866.79,14.07
2895.46,14.19
2924.41,14.28
2953.65,14.36
2983.19,14.42
3013.02,14.45
3043.15,14.48
3073.58,14.49
3104.32,14.49
3135.36,14.49
3166.72,14.48
3198.38,14.43
3230.37,14.38
3262.67,14.30
3295.30,14.20
3328.25,14.10
3361.53,13.98
3395.15,13.86
3429.10,13.72
3463.39,13.59
3498.03,13.43
3533.01,13.28
3568.34,13.12
3604.02,12.98
3640.06,12.84
3676.46,12.69
3713.22,12.54
3750.36,12.39
3787.86,12.21
3825.74,12.06
3864.00,11.90
3902.64,11.74
3941.66,11.61
3981.08,11.47
4020.89,11.35
4061.10,11.22
4101.71,11.08
4142.73,10.94
4184.15,10.82
4226.00,10.69
4268.26,10.59
4310.94,10.46
4354.05,10.32
4397.59,10.22
4441.56,10.14
4485.98,10.07
4530.84,9.96
4576.15,9.88
4621.91,9.81
4668.13,9.74
4714.81,9.69
4761.96,9.64
4809.58,9.60
4857.67,9.55
4906.25,9.51
4955.31,9.51
5004.87,9.46
5054.91,9.44
5105.46,9.40
5156.52,9.39
5208.08,9.38
5260.16,9.34
5312.77,9.33
5365.89,9.33
5419.55,9.33
5473.75,9.33
5528.49,9.33
5583.77,9.33
5639.61,9.33
5696.00,9.30
5752.96,9.27
5810.49,9.27
5868.60,9.26
5927.28,9.22
5986.56,9.20
6046.42,9.19
6106.89,9.14
6167.96,9.11
6229.64,9.06
6291.93,8.99
6354.85,8.92
6418.40,8.84
6482.58,8.75
6547.41,8.66
6612.88,8.56
6679.01,8.47
6745.80,8.35
6813.26,8.25
6881.39,8.15
6950.21,8.05
7019.71,7.95
7089.91,7.85
7160.81,7.78
7232.41,7.70
7304.74,7.64
7377.79,7.57
7451.56,7.51
7526.08,7.46
7601.34,7.41
7677.35,7.37
7754.13,7.33
7831.67,7.32
7909.98,7.32
7989.08,7.32
8068.98,7.32
8149.67,7.36
8231.16,7.42
8313.47,7.48
8396.61,7.53
8480.57,7.63
8565.38,7.73
8651.03,7.81
8737.54,7.90
8824.92,8.01
8913.17,8.09
9002.30,8.16
9092.32,8.21
9183.25,8.22
9275.08,8.17
9367.83,8.07
9461.51,7.91
9556.12,7.67
9651.68,7.37
9748.20,7.00
9845.68,6.55
9944.14,6.07
10043.58,5.54
10144.02,4.99
10245.46,4.47
10347.91,3.92
10451.39,3.41
10555.91,2.87
10661.46,2.34
10768.08,1.83
10875.76,1.33
10984.52,0.84
11094.36,0.35
11205.31,-0.10
11317.36,-0.50
11430.53,-0.95
11544.84,-1.36
11660.29,-1.72
11776.89,-2.06
11894.66,-2.39
12013.60,-2.74
12133.74,-3.06
12255.08,-3.32
12377.63,-3.56
12501.41,-3.75
12626.42,-3.91
12752.68,-4.10
12880.21,-4.26
13009.01,-4.45
13139.10,-4.55
13270.49,-4.57
13403.20,-4.62
13537.23,-4.67
13672.60,-4.69
13809.33,-4.69
13947.42,-4.69
14086.90,-4.62
14227.77,-4.53
14370.04,-4.43
14513.74,-4.27
14658.88,-4.08
14805.47,-3.88
14953.52,-3.60
15103.06,-3.27
15254.09,-2.89
15406.63,-2.46
15560.70,-1.98
15716.30,-1.49
15873.47,-0.98
16032.20,-0.44
16192.52,0.11
16354.45,0.67
16517.99,1.22
16683.17,1.74
16850.01,2.15
17018.51,2.49
17188.69,2.70
17360.58,2.73
17534.18,2.59
17709.53,2.33
17886.62,1.94
18065.49,1.46
18246.14,0.87
18428.60,0.22
18612.89,-0.50
18799.02,-1.26
18987.01,-2.09
19176.88,-2.84
19368.65,-3.28
19562.33,-3.53
19757.96,-3.76
19955.54,-3.94
